esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1001240,1.55E+12,40.7,350.7,-22.5,3.548,3.482,36.2,33.2,5.77,86.76
1001244,1.56E+12,48.9,334.5,-22.5,3.381,3.318,35.0,31.1,1.67,111.93
1001246,1.56E+12,70.4,356.9,-22.5,3.605,3.549,32.9,30.2,3.66,66.05
1001247,1.55E+12,19.5,328.8,-22.5,3.331,3.268,36.6,34.1,9.91,75.03
1001248,1.57E+12,65.9,339.6,-22.5,3.445,3.367,37.0,35.9,3.27,109.43
1001250,1.57E+12,30.2,330.9,-22.5,3.356,3.281,34.7,33.5,1.12,114.45
1001254,1.56E+12,38.6,341.0,-22.5,3.454,3.388,37.0,33.5,23.06,65.11
1001256,1.56E+12,18.3,331.6,-22.5,3.352,3.295,37.0,34.7,2.25,77.36
1001260,1.56E+12,33.0,333.3,-22.5,3.373,3.313,34.3,31.8,9.43,90.57
1001261,1.57E+12,43.5,329.1,-22.5,3.336,3.270,37.0,35.3,9.90,113.80
1001263,1.55E+12,60.5,339.3,-22.5,3.441,3.366,36.0,32.1,4.18,92.01
1001267,1.56E+12,22.2,332.6,-22.5,3.363,3.305,37.0,33.0,4.02,73.00
1001268,1.55E+12,25.1,327.9,-22.5,3.319,3.250,34.8,32.8,4.84,96.92
1001271,1.55E+12,58.9,330.0,-22.5,3.347,3.276,37.0,35.6,9.94,104.23
1001274,1.56E+12,50.1,352.3,-22.5,3.563,3.503,37.0,33.4,7.48,68.26
1001280,1.56E+12,36.7,335.2,-65.5,3.384,3.327,36.6,33.7,4.61,118.95
1001282,1.55E+12,26.3,326.1,-22.5,3.296,3.238,35.5,32.6,4.27,111.16
1001286,1.55E+12,64.3,344.4,-22.5,3.481,3.417,37.0,34.2,2.36,109.09
1001287,1.55E+12,53.9,348.6,-22.5,3.534,3.462,35.0,31.3,25.56,79.56
1001289,1.55E+12,18.0,344.0,-22.5,3.476,3.419,32.5,31.4,6.61,70.24
1001291,1.56E+12,57.6,333.9,-22.5,3.376,3.316,35.7,31.8,7.29,90.45
1001292,1.57E+12,21.4,327.8,-22.5,3.310,3.248,37.0,35.6,3.88,70.26
1001293,1.57E+12,44.4,350.7,-22.5,3.544,3.477,33.3,32.2,0.90,108.22
1001294,1.55E+12,29.7,330.8,-22.5,3.356,3.279,32.1,28.4,1.94,86.05
1001296,1.55E+12,17.4,349.2,-22.5,3.538,3.468,36.0,32.7,9.44,70.91
1001301,1.55E+12,20.7,334.8,-22.5,3.386,3.322,33.5,31.6,13.37,107.16
1001302,1.56E+12,16.7,330.8,-22.5,3.350,3.287,33.1,31.7,3.18,80.21
1001303,1.55E+12,35.2,342.7,-22.5,3.466,3.405,34.3,31.0,11.07,70.21
1001307,1.55E+12,29.9,331.7,-22.5,3.359,3.292,33.0,31.4,0.91,119.46
1001309,1.56E+12,31.8,332.7,-22.5,3.374,3.305,37.0,35.9,2.56,104.04
1001312,1.55E+12,21.7,334.8,-22.5,3.397,3.320,37.0,33.1,10.98,95.47
1001315,1.56E+12,70.5,346.8,-22.5,3.503,3.447,37.0,34.2,1.85,85.79
1001317,1.56E+12,68.4,332.6,-22.5,3.365,3.305,35.6,32.3,7.99,68.27
1001318,1.57E+12,48.9,344.3,-22.5,3.485,3.416,35.2,33.2,3.10,69.10
1001319,1.57E+12,43.8,354.3,-37.3,3.575,3.517,32.3,30.9,10.08,103.19
1001320,1.55E+12,39.0,335.3,-22.5,3.384,3.332,37.0,34.6,5.79,115.50
1001326,1.56E+12,49.5,354.1,-22.5,3.575,3.520,33.9,31.9,8.44,71.52
1001330,1.56E+12,27.8,327.5,-42.5,3.317,3.254,34.0,32.2,4.05,78.00
1001331,1.56E+12,73.2,353.7,-22.5,3.570,3.515,33.0,31.8,2.18,71.84
1001332,1.57E+12,16.6,351.7,-22.5,3.566,3.492,37.0,35.1,5.96,108.29
1001335,1.57E+12,51.8,348.4,-22.5,3.524,3.458,33.0,29.6,4.87,95.72
1001342,1.55E+12,45.6,346.7,-22.5,3.500,3.444,35.4,34.2,8.02,66.57
1001347,1.56E+12,65.7,352.3,-22.5,3.561,3.496,36.0,32.5,3.30,117.90
1001348,1.55E+12,26.2,324.8,-22.5,3.284,3.218,33.0,29.6,3.93,63.58
1001349,1.56E+12,59.6,329.9,-22.5,3.341,3.272,34.3,31.9,4.64,77.91
1001351,1.55E+12,41.3,342.3,-22.5,3.454,3.398,34.2,31.9,5.36,76.30
1001352,1.56E+12,42.9,329.6,-22.5,3.329,3.270,36.7,35.1,21.63,92.68
1001353,1.57E+12,51.4,355.5,-22.5,3.592,3.526,33.0,29.9,0.57,96.45
1001354,1.56E+12,40.5,337.1,-22.5,3.420,3.350,35.7,33.0,11.80,100.31
1001355,1.55E+12,46.8,324.1,-22.5,3.281,3.219,34.8,32.3,8.39,104.01
1001358,1.56E+12,69.8,333.1,-22.5,3.372,3.311,35.6,34.1,1.24,78.98
1001359,1.56E+12,52.5,329.0,-22.5,3.338,3.261,36.0,34.1,11.57,115.05
1001360,1.55E+12,17.4,332.0,-22.5,3.365,3.295,37.0,33.4,10.46,98.38
1001363,1.56E+12,38.6,335.2,-22.5,3.390,3.332,37.0,35.0,10.20,117.79
1001374,1.57E+12,21.6,329.3,-22.5,3.331,3.270,36.0,32.5,2.47,115.55
1001378,1.56E+12,48.2,328.5,-22.5,3.331,3.256,37.0,35.6,3.16,68.15
1001379,1.56E+12,31.7,343.8,-22.5,3.478,3.412,37.0,33.7,5.03,87.04
1001380,1.57E+12,39.9,355.8,-22.5,3.589,3.536,36.0,34.9,2.80,68.34
1001381,1.57E+12,34.2,324.6,-22.5,3.286,3.219,37.0,35.9,5.23,109.46
1001383,1.56E+12,68.6,325.0,-70.8,3.285,3.229,36.5,32.8,5.55,116.57
1001385,1.56E+12,51.4,331.8,-22.5,3.351,3.291,33.0,31.9,2.87,96.95
1001387,1.55E+12,44.6,335.1,-22.5,3.388,3.330,35.9,34.5,4.38,67.63
1001388,1.55E+12,18.1,333.2,-22.5,3.362,3.311,36.9,35.3,5.37,100.16
1001389,1.55E+12,35.7,329.4,-22.5,3.338,3.264,37.0,35.4,4.94,106.26
1001394,1.56E+12,38.3,350.3,-22.5,3.551,3.476,35.4,32.4,0.74,105.09
1001397,1.57E+12,20.0,343.2,-22.5,3.467,3.408,34.8,31.8,4.00,102.40
1001398,1.55E+12,51.4,332.9,-22.5,3.370,3.301,37.0,34.6,4.21,91.18
1001399,1.56E+12,20.4,332.7,-22.5,3.365,3.303,37.0,35.3,5.74,105.52
1001400,1.55E+12,65.2,358.1,-22.5,3.627,3.560,35.1,32.5,2.57,66.86
1001402,1.57E+12,29.4,335.1,-22.5,3.388,3.328,33.0,31.9,3.72,89.07
1001403,1.55E+12,69.9,346.7,-22.5,3.514,3.444,33.0,32.0,1.70,69.56
1001409,1.56E+12,21.0,345.5,-22.5,3.491,3.426,35.7,31.7,8.80,113.12
1001410,1.55E+12,52.1,330.3,-22.5,3.351,3.283,33.1,30.0,1.14,114.68
1001413,1.56E+12,61.9,349.1,-22.5,3.531,3.466,33.0,29.8,4.46,110.32
1001414,1.55E+12,67.5,330.4,-22.5,3.350,3.283,37.0,34.2,9.05,103.00
1001415,1.55E+12,60.4,330.0,-22.5,3.331,3.276,37.0,33.7,25.55,76.55
1001416,1.56E+12,55.8,331.0,-60.2,3.351,3.286,33.0,31.9,3.32,98.03
1001419,1.57E+12,24.1,339.6,-22.5,3.442,3.373,37.0,33.7,9.30,101.06
1001424,1.57E+12,26.8,348.4,-22.5,3.522,3.462,35.3,34.1,8.02,81.79
1001433,1.57E+12,35.7,330.8,-22.5,3.347,3.284,33.6,30.4,10.78,85.63
1001434,1.57E+12,27.8,329.0,-22.5,3.327,3.261,37.0,33.8,8.01,113.84
1001435,1.56E+12,71.8,336.7,-52.7,3.407,3.342,36.6,34.9,3.98,80.12
1001436,1.55E+12,72.1,333.8,-49.7,3.378,3.316,33.0,30.6,2.51,97.76
1001443,1.56E+12,45.7,327.9,-22.5,3.313,3.251,32.2,28.6,2.23,82.38
1001444,1.57E+12,72.8,332.8,-22.5,3.360,3.298,33.3,31.1,6.88,106.72
1001446,1.55E+12,35.7,337.3,-22.5,3.415,3.347,33.1,29.2,5.29,66.34
1001451,1.56E+12,59.3,330.7,-22.5,3.352,3.285,37.0,34.3,3.28,62.97
1001453,1.57E+12,41.8,352.9,-22.5,3.560,3.504,34.3,33.2,4.25,96.71
1001454,1.55E+12,22.9,324.9,-22.5,3.284,3.227,36.0,34.9,22.66,111.69
1001456,1.55E+12,42.2,348.1,-22.5,3.525,3.452,37.0,34.2,8.21,85.78
1001457,1.57E+12,50.2,325.7,-22.5,3.299,3.229,36.0,34.3,9.16,100.47
1001459,1.55E+12,15.5,358.0,-22.5,3.621,3.558,37.0,33.3,6.28,103.08
1001460,1.56E+12,67.9,356.0,-22.5,3.610,3.533,33.0,31.1,0.49,111.34
1001461,1.55E+12,21.6,354.7,-22.5,3.579,3.519,32.1,30.8,23.62,107.33
1001463,1.55E+12,43.6,329.2,-22.5,3.328,3.263,34.5,31.5,3.89,85.61
1001467,1.56E+12,21.0,340.3,-22.5,3.439,3.383,37.0,35.1,13.14,80.05
1001469,1.56E+12,65.5,330.4,-22.5,3.354,3.276,34.4,31.2,6.86,116.25
1001470,1.55E+12,73.4,327.4,-22.5,3.310,3.250,35.7,32.9,6.26,111.05
1001471,1.55E+12,42.2,332.4,-22.5,3.369,3.303,33.0,31.4,8.75,65.06
1001472,1.55E+12,73.6,326.9,-22.5,3.308,3.248,35.9,33.9,3.59,74.70
1001474,1.56E+12,65.6,331.7,-22.5,3.361,3.296,36.6,33.9,8.01,76.47
1001475,1.55E+12,58.8,328.9,-22.5,3.325,3.268,37.0,35.9,7.51,108.10
1001476,1.56E+12,51.9,332.1,-22.5,3.355,3.298,33.0,31.3,2.76,69.47
1001477,1.55E+12,68.4,340.2,-22.5,3.438,3.375,37.0,33.8,8.40,86.04
1001479,1.56E+12,43.2,348.0,-22.5,3.529,3.456,35.0,32.0,2.14,111.71
1001481,1.56E+12,30.3,333.2,-22.5,3.379,3.306,36.0,34.8,0.44,102.47
1001482,1.56E+12,35.5,324.4,-22.5,3.284,3.222,37.0,34.8,25.50,100.23
1001483,1.56E+12,27.8,326.1,-22.5,3.310,3.238,33.0,31.7,5.01,118.65
1001485,1.55E+12,63.2,358.6,-22.5,3.623,3.557,36.0,33.6,6.00,118.37
1001487,1.57E+12,21.5,348.4,-22.5,3.531,3.458,37.0,35.7,22.50,113.35
1001488,1.55E+12,65.9,338.9,-22.5,3.425,3.368,35.7,32.6,11.66,85.74
1001492,1.55E+12,57.6,328.1,-22.5,3.313,3.259,36.0,33.7,24.50,111.07
1001495,1.55E+12,58.3,332.4,-22.5,3.364,3.302,36.9,34.0,4.50,93.67
1001497,1.57E+12,62.8,358.8,-22.5,3.629,3.561,36.0,33.5,4.25,74.68
1001498,1.57E+12,46.2,347.0,-22.5,3.512,3.446,36.0,33.0,1.90,95.51
1001501,1.57E+12,30.9,351.2,-22.5,3.559,3.491,34.7,31.7,4.63,100.24
1001502,1.57E+12,24.9,332.7,-22.5,3.367,3.300,37.0,35.9,22.85,86.22
1001503,1.55E+12,64.3,326.2,-22.5,3.305,3.239,37.0,35.1,8.16,117.65
1001504,1.56E+12,70.0,353.9,-22.5,3.570,3.515,35.7,32.9,3.46,60.04
1001505,1.55E+12,58.7,350.6,-22.5,3.539,3.477,36.9,33.9,0.16,109.89
1001509,1.55E+12,35.0,323.7,-22.5,3.278,3.216,32.5,29.4,0.23,103.54
1001513,1.55E+12,34.3,358.6,-22.5,3.619,3.559,37.0,35.9,10.70,75.91
1001514,1.55E+12,34.1,348.1,-22.5,3.516,3.455,35.9,34.3,4.04,87.34
1001516,1.57E+12,26.9,332.1,-22.5,3.355,3.300,33.0,30.6,4.52,73.23
1001522,1.57E+12,64.5,330.9,-22.5,3.358,3.282,35.1,33.3,4.20,107.02
1001525,1.55E+12,21.2,333.4,-22.5,3.366,3.309,36.0,32.2,5.20,111.93
1001526,1.56E+12,28.3,355.3,-22.5,3.590,3.527,36.0,33.0,5.70,79.55
1001527,1.56E+12,62.7,340.7,-22.5,3.438,3.381,36.5,33.8,1.20,67.16
1001528,1.55E+12,69.3,326.5,-22.5,3.312,3.244,37.0,33.2,8.38,61.04
1001531,1.56E+12,26.7,327.5,-22.5,3.317,3.247,36.9,34.6,3.41,103.17
1001534,1.57E+12,15.5,337.7,-22.5,3.427,3.350,33.2,31.9,5.79,109.60
1001538,1.57E+12,63.4,332.4,-22.5,3.362,3.301,33.0,31.5,0.71,107.59
1001540,1.56E+12,70.9,335.4,-27.3,3.394,3.332,33.7,29.9,4.50,83.13
1001541,1.57E+12,71.6,346.4,-22.5,3.510,3.440,37.0,35.6,12.03,67.96
1001543,1.55E+12,37.9,334.4,-22.5,3.379,3.321,36.0,33.7,5.03,84.42
1001544,1.55E+12,72.5,349.0,-22.5,3.530,3.468,37.0,34.1,8.47,119.43
1001546,1.57E+12,63.1,329.5,-22.5,3.325,3.266,34.4,32.1,0.89,107.09
1001548,1.55E+12,25.6,328.7,-22.5,3.329,3.265,35.2,31.9,5.15,68.03
1001552,1.55E+12,49.9,337.7,-22.5,3.416,3.357,35.0,31.7,6.26,81.51
1001553,1.57E+12,22.0,334.9,-22.5,3.391,3.328,36.0,33.1,6.34,75.04
1001555,1.56E+12,23.5,332.5,-22.5,3.366,3.298,37.0,35.1,4.85,95.22
1001557,1.56E+12,49.7,330.0,-22.5,3.344,3.275,35.4,33.1,6.81,79.96
1001559,1.57E+12,49.7,327.3,-22.5,3.320,3.249,37.0,34.0,5.64,101.60
1001561,1.57E+12,17.1,327.9,-22.5,3.319,3.257,35.8,33.8,9.09,117.50
1001564,1.55E+12,45.1,333.5,-22.5,3.367,3.313,36.0,34.6,3.57,86.63
1001565,1.55E+12,27.5,352.9,-22.5,3.560,3.509,37.0,33.0,6.17,80.05
1001567,1.56E+12,53.9,356.6,-22.5,3.601,3.542,34.5,32.9,9.71,113.28
1001568,1.56E+12,22.0,329.7,-22.5,3.336,3.268,33.0,30.2,0.65,97.47
1001572,1.57E+12,48.9,327.8,-22.5,3.319,3.255,37.0,34.3,7.29,111.44
1001574,1.57E+12,70.7,326.3,-22.5,3.303,3.237,34.4,33.2,0.15,117.95
1001576,1.57E+12,16.4,334.4,-22.5,3.376,3.323,37.0,33.6,9.91,114.60
1001577,1.57E+12,59.8,327.6,-32.3,3.318,3.248,35.2,31.5,1.06,115.40
1001581,1.57E+12,40.4,350.3,-22.5,3.537,3.480,36.4,34.1,7.12,111.08
1001583,1.55E+12,64.1,331.2,-22.5,3.346,3.291,35.2,33.2,8.08,65.92
1001588,1.57E+12,18.2,358.6,-22.5,3.617,3.562,36.0,34.9,2.68,94.67
1001592,1.55E+12,22.5,356.5,-67.3,3.613,3.543,33.0,29.0,7.03,91.56
1001594,1.56E+12,29.4,352.6,-22.5,3.565,3.505,35.5,34.2,1.17,83.99
1001595,1.56E+12,57.4,328.9,-49.1,3.337,3.268,35.0,31.3,4.83,102.50
1001597,1.56E+12,75.0,355.5,-22.5,3.598,3.526,37.0,34.9,2.98,99.87
1001599,1.55E+12,60.5,327.4,-22.5,3.307,3.248,33.0,30.2,4.24,70.65
1001600,1.57E+12,44.7,341.8,-36.9,3.449,3.391,37.0,35.9,0.82,81.65
1001601,1.55E+12,38.3,343.3,-22.5,3.465,3.408,36.0,34.8,1.19,96.38
1001604,1.57E+12,26.3,325.7,-22.5,3.291,3.229,32.2,30.1,5.21,71.91
1001605,1.57E+12,36.6,338.3,-22.5,3.414,3.355,37.0,35.4,0.71,78.65
1001608,1.55E+12,72.8,346.6,-66.3,3.510,3.439,36.0,32.7,2.38,71.26
1001609,1.56E+12,42.9,352.3,-22.5,3.560,3.494,36.0,33.5,5.68,107.77
1001612,1.57E+12,47.1,349.8,-22.5,3.542,3.469,36.0,32.6,3.67,79.61
1001613,1.57E+12,48.7,334.9,-22.5,3.381,3.329,37.0,35.5,7.35,86.24
1001614,1.56E+12,57.4,336.4,-22.5,3.413,3.341,37.0,33.2,0.10,95.88
1001616,1.56E+12,25.3,349.8,-22.5,3.536,3.477,34.7,33.3,11.37,64.80
1001618,1.57E+12,42.9,337.3,-22.5,3.418,3.345,33.0,29.3,3.25,68.76
1001619,1.56E+12,52.5,336.0,-22.5,3.397,3.337,34.8,33.4,4.54,101.50
1001620,1.55E+12,36.2,331.6,-22.5,3.353,3.286,33.0,29.8,12.26,116.23
1001624,1.55E+12,44.2,356.9,-22.5,3.600,3.547,36.0,34.5,3.24,99.20
1001625,1.55E+12,25.8,332.2,-22.5,3.353,3.293,36.0,34.9,7.10,102.31
1001626,1.55E+12,71.1,333.7,-22.5,3.377,3.315,33.1,30.7,3.82,106.96
1001631,1.55E+12,23.9,338.0,-22.5,3.426,3.358,35.9,33.0,0.38,70.73
1001633,1.57E+12,39.2,325.2,-22.5,3.288,3.222,33.0,31.5,10.99,77.07
1001634,1.56E+12,52.7,332.1,-22.5,3.356,3.299,33.0,30.4,5.44,118.57
1001635,1.57E+12,33.3,334.6,-22.5,3.376,3.324,33.0,31.6,4.13,87.88
1001641,1.56E+12,44.6,335.0,-22.5,3.390,3.325,37.0,34.1,7.53,77.07
1001644,1.56E+12,24.5,331.3,-22.5,3.357,3.284,37.0,35.1,3.37,83.45
1001648,1.57E+12,23.5,327.2,-22.5,3.316,3.244,36.0,32.4,0.55,92.55
1001650,1.57E+12,26.1,327.7,-22.5,3.308,3.248,32.7,30.9,24.23,89.98
1001651,1.56E+12,20.4,326.8,-22.5,3.312,3.242,34.7,31.1,1.48,66.79
1001654,1.56E+12,71.0,334.7,-22.5,3.379,3.319,33.0,30.2,7.65,106.67
1001656,1.57E+12,48.0,330.1,-22.5,3.335,3.273,37.0,35.6,7.32,117.86
1001658,1.57E+12,50.6,335.8,-22.5,3.392,3.338,37.0,33.2,13.83,107.64
1001659,1.56E+12,63.5,353.9,-59.0,3.585,3.511,33.0,31.7,7.18,103.20
1001660,1.56E+12,60.3,336.1,-22.5,3.393,3.332,36.3,34.2,6.75,103.21
1001661,1.56E+12,40.3,338.0,-22.5,3.421,3.354,36.0,32.3,4.54,110.40
1001664,1.55E+12,65.5,325.3,-22.5,3.287,3.232,36.3,34.0,4.94,97.89
1001668,1.56E+12,52.8,341.7,-22.5,3.448,3.388,36.0,34.4,3.45,69.75
1001669,1.57E+12,29.9,347.2,-33.6,3.512,3.447,36.0,32.2,7.10,62.22
1001672,1.57E+12,27.9,332.7,-22.5,3.364,3.305,37.0,35.6,4.09,70.87
1001674,1.56E+12,64.3,338.6,-22.5,3.434,3.362,36.0,34.8,0.53,65.38
1001675,1.55E+12,37.3,326.3,-22.5,3.311,3.239,32.6,31.4,0.80,103.80
1001677,1.56E+12,63.9,348.0,-22.5,3.513,3.454,37.0,33.8,4.16,116.35
1001679,1.56E+12,67.4,349.7,-22.5,3.544,3.473,36.0,33.7,2.44,100.58
1001680,1.55E+12,66.0,347.6,-22.5,3.517,3.453,33.9,31.1,6.50,68.64
1001681,1.56E+12,56.7,339.3,-22.5,3.423,3.367,37.0,34.5,12.02,87.45
1001682,1.56E+12,30.9,330.1,-22.5,3.350,3.277,37.0,34.8,11.12,87.06
1001683,1.55E+12,19.6,345.3,-22.5,3.487,3.429,34.9,31.2,9.11,113.93
1001685,1.55E+12,32.5,326.2,-22.5,3.304,3.239,34.7,31.2,1.20,100.74
1001687,1.55E+12,57.1,355.3,-22.5,3.586,3.528,33.0,31.7,3.35,95.66
1001690,1.55E+12,24.3,327.6,-22.5,3.322,3.249,37.0,35.2,5.29,86.34
1001691,1.55E+12,17.2,347.5,-22.5,3.525,3.445,32.2,31.2,1.02,68.84
1001694,1.56E+12,31.9,354.0,-22.5,3.576,3.515,36.6,34.3,23.43,81.46
1001695,1.57E+12,16.0,331.1,-22.5,3.357,3.284,37.0,33.7,1.31,96.95
1001696,1.57E+12,49.7,343.6,-22.5,3.481,3.407,33.0,29.1,22.97,114.43
1001697,1.55E+12,29.8,347.6,-22.5,3.525,3.448,35.2,33.8,22.13,98.33
1001698,1.55E+12,50.7,325.5,-22.5,3.286,3.228,33.0,31.7,2.53,118.19
1001701,1.55E+12,44.5,353.0,-22.5,3.577,3.503,36.8,32.9,23.74,69.83
1001707,1.55E+12,20.1,356.3,-22.5,3.602,3.542,35.6,31.9,0.16,102.85
1001708,1.55E+12,54.9,332.3,-22.5,3.370,3.303,33.1,29.7,2.37,94.66
1001712,1.55E+12,23.4,346.0,-22.5,3.500,3.440,37.0,35.9,4.17,68.12
1001713,1.55E+12,22.9,337.6,-22.5,3.408,3.350,37.0,35.7,4.63,78.75
1001714,1.55E+12,74.2,329.7,-22.5,3.342,3.273,33.0,31.7,7.60,84.10
1001715,1.55E+12,34.7,328.7,-22.5,3.330,3.266,37.0,33.5,10.08,76.22
1001716,1.56E+12,65.9,333.5,-22.5,3.379,3.313,37.0,33.4,0.89,104.86
1001717,1.57E+12,39.1,328.2,-22.5,3.320,3.253,33.1,31.0,0.19,79.30
1001719,1.55E+12,36.7,341.3,-22.5,3.443,3.385,36.2,35.2,6.50,88.06
1001720,1.55E+12,53.7,328.2,-22.5,3.325,3.254,33.2,30.8,3.24,116.06
1001723,1.56E+12,68.8,352.1,-22.5,3.563,3.497,35.1,32.6,8.88,80.38
1001727,1.55E+12,28.5,348.5,-22.5,3.520,3.464,33.0,29.3,3.32,95.61
1001732,1.56E+12,59.4,352.1,-22.5,3.569,3.500,37.0,34.7,1.56,89.36
1001734,1.56E+12,60.5,325.1,-22.5,3.284,3.228,37.0,34.0,10.70,64.87
1001735,1.57E+12,50.9,331.2,-22.5,3.362,3.292,37.0,35.8,6.42,114.46
1001737,1.57E+12,23.3,329.4,-22.5,3.325,3.268,35.0,33.4,5.30,94.32
1001741,1.57E+12,33.5,354.1,-22.5,3.575,3.515,36.1,32.7,3.64,112.05
1001744,1.57E+12,30.9,325.3,-22.5,3.287,3.231,34.2,32.2,10.88,74.19
1001745,1.57E+12,33.6,337.3,-22.5,3.421,3.351,37.0,35.8,21.55,107.76
1001746,1.56E+12,49.9,330.7,-22.5,3.353,3.284,36.0,32.8,4.48,112.19
1001747,1.57E+12,50.0,343.6,-22.5,3.484,3.407,37.0,35.1,11.30,85.28
1001749,1.55E+12,39.1,331.0,-22.5,3.346,3.287,33.0,31.0,24.11,82.23
1001750,1.55E+12,43.7,328.5,-22.5,3.316,3.256,36.2,32.3,3.86,98.86
1001751,1.55E+12,22.4,347.6,-22.5,3.518,3.449,33.7,32.1,2.27,116.21
1001752,1.56E+12,75.5,341.0,-22.5,3.459,3.385,36.0,33.2,3.49,96.45
1001753,1.57E+12,73.8,341.4,-22.5,3.460,3.391,33.0,29.8,8.39,88.11
1001759,1.55E+12,37.1,325.5,-22.5,3.296,3.230,35.3,32.4,6.71,94.27
1001762,1.56E+12,35.7,328.8,-22.5,3.327,3.263,33.0,29.2,3.15,82.78
1001765,1.56E+12,62.7,326.1,-22.5,3.308,3.239,33.0,30.1,6.06,74.46
1001766,1.57E+12,56.3,323.9,-22.5,3.282,3.211,36.2,34.0,6.71,82.27
1001767,1.56E+12,61.7,330.3,-22.5,3.347,3.278,36.0,32.0,10.20,80.93
1001768,1.56E+12,53.9,330.1,-22.5,3.339,3.279,37.0,34.9,6.92,90.40
1001769,1.55E+12,59.6,347.2,-22.5,3.508,3.444,33.8,32.1,25.39,94.71
1001783,1.56E+12,22.4,331.2,-22.5,3.345,3.287,35.0,31.9,2.95,93.40
1001784,1.57E+12,28.2,344.8,-22.5,3.489,3.427,33.0,29.3,7.46,75.52
1001788,1.55E+12,58.3,351.8,-22.5,3.557,3.497,34.8,33.5,4.05,69.99
1001793,1.56E+12,17.2,349.7,-22.5,3.546,3.477,33.8,31.9,12.96,97.04
1001794,1.56E+12,42.7,330.0,-22.5,3.348,3.276,33.2,31.2,0.19,109.01
1001795,1.55E+12,49.1,349.0,-22.5,3.532,3.463,32.6,30.2,22.66,72.03
1001798,1.55E+12,38.7,355.8,-22.5,3.604,3.528,33.0,29.4,0.74,60.22
1001799,1.55E+12,45.5,350.4,-22.5,3.553,3.479,37.0,34.2,9.62,81.30
1001804,1.57E+12,66.3,343.6,-22.5,3.479,3.409,37.0,35.8,10.70,69.82
1001807,1.56E+12,21.6,335.0,-22.5,3.398,3.320,37.0,34.8,3.66,73.77
1001809,1.55E+12,49.3,329.5,-22.5,3.327,3.269,34.9,32.5,3.17,71.63
1001810,1.57E+12,37.9,327.8,-22.5,3.309,3.251,35.5,32.3,4.27,94.08
1001811,1.57E+12,33.8,327.9,-22.5,3.311,3.254,37.0,35.6,10.27,62.03
1001812,1.57E+12,23.8,333.3,-22.5,3.368,3.306,37.0,34.1,6.75,69.94
1001819,1.57E+12,15.6,329.3,-22.5,3.333,3.270,36.0,33.3,6.99,82.08
1001820,1.55E+12,28.9,358.4,-22.5,3.630,3.558,37.0,35.5,0.24,106.14
1001821,1.55E+12,61.0,342.3,-22.5,3.464,3.403,35.5,32.4,7.20,115.76
1001825,1.56E+12,44.0,346.8,-22.5,3.506,3.447,36.0,34.5,13.07,100.16
1001829,1.55E+12,38.9,326.2,-22.5,3.305,3.233,33.9,30.3,22.86,95.23
1001830,1.55E+12,15.3,333.7,-22.5,3.378,3.314,37.0,35.6,2.63,99.39
1001831,1.56E+12,16.3,331.9,-22.5,3.366,3.293,33.1,30.0,8.71,84.46
1001834,1.56E+12,73.2,352.1,-22.5,3.559,3.492,37.0,34.3,3.40,91.67
1001840,1.55E+12,71.4,327.9,-22.5,3.321,3.250,34.0,31.6,21.99,84.74
1001841,1.57E+12,45.7,328.0,-22.5,3.312,3.253,34.3,32.3,5.07,110.10
1001842,1.55E+12,16.1,342.5,-22.5,3.474,3.404,36.0,33.6,8.94,117.16
1001843,1.57E+12,74.5,326.2,-22.5,3.310,3.234,35.4,31.6,5.57,101.47
1001845,1.56E+12,22.2,338.3,-22.5,3.418,3.353,32.1,29.0,2.35,100.58
1001846,1.57E+12,72.5,333.9,-22.5,3.381,3.317,37.0,33.1,5.14,112.28
1001848,1.55E+12,21.2,342.1,-22.5,3.454,3.392,35.8,33.8,6.84,63.66
1001850,1.57E+12,63.6,329.8,-22.5,3.331,3.269,36.7,35.4,3.44,61.22
1001853,1.56E+12,15.5,337.3,-22.5,3.403,3.347,33.0,31.1,3.81,86.71
1001854,1.56E+12,30.7,330.4,-22.5,3.350,3.282,37.0,33.6,1.32,109.21
1001855,1.55E+12,72.9,333.6,-22.5,3.385,3.312,33.0,32.0,6.38,115.04
1001857,1.57E+12,39.4,356.9,-22.5,3.610,3.543,37.0,34.4,8.55,80.46
1001859,1.55E+12,63.2,358.7,-22.5,3.618,3.565,37.0,34.6,2.01,92.58
1001861,1.55E+12,48.3,342.5,-40.1,3.464,3.402,37.0,35.7,10.14,62.52
1001862,1.57E+12,20.8,325.7,-47.0,3.291,3.235,33.0,31.7,9.75,86.98
1001863,1.56E+12,40.4,335.0,-22.5,3.398,3.321,37.0,35.5,5.14,62.58
1001864,1.56E+12,41.2,357.8,-22.5,3.619,3.553,36.0,33.2,6.06,111.30
1001865,1.56E+12,17.2,334.0,-22.5,3.375,3.317,33.3,32.3,5.38,112.89
1001872,1.57E+12,56.6,333.9,-22.5,3.380,3.316,37.0,35.9,6.06,92.91
1001877,1.55E+12,62.9,326.6,-22.5,3.307,3.239,36.0,33.6,5.35,74.42
1001878,1.57E+12,36.1,328.4,-22.5,3.326,3.257,35.5,31.9,5.70,92.52
